Nr;Name;MaxSchnellmeldungen;AnzSchnellmeldungen;Wahlberechtigte;abgegeben;Wahlbeteiligung;gültigeStimmzettel;gültig;ungültigeStimmzettel;ungültig;gültig2;ungültig2;CDU;CDU_Proz;Z_CDU;Z_CDU_Proz;SPD;SPD_Proz;Z_SPD;Z_SPD_Proz;FDP;FDP_Proz;Z_FDP;Z_FDP_Proz;GRÜNE;GRÜNE_Proz;Z_GRÜNE;Z_GRÜNE_Proz;DIE LINKE;DIE LINKE_Proz;Z_DIE LINKE;Z_DIE LINKE_Proz;PIRATEN;PIRATEN_Proz;Z_PIRATEN;Z_PIRATEN_Proz;NPD;NPD_Proz;Z_NPD;Z_NPD_Proz;REP;REP_Proz;Z_REP;Z_REP_Proz;Bündnis 21/RRP;Bündnis 21/RRP_Proz;Z_Bündnis 21/RRP;Z_Bündnis 21/RRP_Proz;Volksabstimmung;Volksabstimmung_Proz;Z_Volksabstimmung;Z_Volksabstimmung_Proz;ÖDP;ÖDP_Proz;Z_ÖDP;Z_ÖDP_Proz;MLPD;MLPD_Proz;Z_MLPD;Z_MLPD_Proz;BüSo;BüSo_Proz;Z_BüSo;Z_BüSo_Proz;PSG;PSG_Proz;Z_PSG;Z_PSG_Proz;AfD;AfD_Proz;Z_AfD;Z_AfD_Proz;BIG;BIG_Proz;Z_BIG;Z_BIG_Proz;pro Deutschland;pro Deutschland_Proz;Z_pro Deutschland;Z_pro Deutschland_Proz;DIE RECHTE;DIE RECHTE_Proz;Z_DIE RECHTE;Z_DIE RECHTE_Proz;FREIE WÄHLER;FREIE WÄHLER_Proz;Z_FREIE WÄHLER;Z_FREIE WÄHLER_Proz;Partei der Nichtwähler;Partei der Nichtwähler_Proz;Z_Partei der Nichtwähler;Z_Partei der Nichtwähler_Proz;Partei der Vernunft;Partei der Vernunft_Proz;Z_Partei der Vernunft;Z_Partei der Vernunft_Proz;Die PARTEI;Die PARTEI_Proz;Z_Die PARTEI;Z_Die PARTEI_Proz;
50505;50505;1;1;1358;580;42,71;;576;;4;578;2;176;30,56;161;27,85;269;46,70;199;34,43;6;1,04;14;2,42;46;7,99;64;11,07;56;9,72;61;10,55;13;2,26;27;4,67;9;1,56;6;1,04;0;0,00;1;0,17;0;0,00;1;0,17;0;0,00;0;0,00;0;0,00;11;1,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;24;4,15;0;0,00;2;0,35;0;0,00;2;0,35;1;0,17;2;0,35;0;0,00;1;0,17;0;0,00;0;0,00;0;0,00;2;0,35;
50506;50506;1;1;747;325;43,51;;322;;3;323;2;115;35,71;111;34,37;118;36,65;92;28,48;10;3,11;14;4,33;35;10,87;44;13,62;26;8,07;32;9,91;13;4,04;10;3,10;4;1,24;4;1,24;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;11;3,41;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,31;1;0,31;0;0,00;1;0,31;0;0,00;0;0,00;0;0,00;3;0,93;
50507;50507;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50508;50508;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50509;50509;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50601;50601;1;1;671;304;45,31;;301;;3;303;1;126;41,86;118;38,94;113;37,54;95;31,35;6;1,99;13;4,29;14;4,65;19;6,27;23;7,64;25;8,25;8;2,66;3;0,99;6;1,99;1;0,33;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,33;0;0,00;0;0,00;1;0,33;0;0,00;0;0,00;0;0,00;0;0,00;21;6,93;0;0,00;1;0,33;0;0,00;1;0,33;0;0,00;0;0,00;4;1,33;1;0,33;0;0,00;1;0,33;0;0,00;0;0,00;0;0,00;3;0,99;
50602;50602;1;1;809;346;42,77;;340;;6;340;6;117;34,41;117;34,41;146;42,94;126;37,06;13;3,82;15;4,41;19;5,59;25;7,35;25;7,35;26;7,65;12;3,53;8;2,35;5;1,47;5;1,47;0;0,00;0;0,00;0;0,00;1;0,29;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,29;0;0,00;0;0,00;0;0,00;0;0,00;11;3,24;0;0,00;1;0,29;0;0,00;1;0,29;0;0,00;0;0,00;2;0,59;2;0,59;0;0,00;0;0,00;0;0,00;1;0,29;0;0,00;1;0,29;
50603;50603;1;1;703;367;52,20;;360;;7;362;5;149;41,39;131;36,19;137;38,06;116;32,04;6;1,67;17;4,70;26;7,22;33;9,12;26;7,22;27;7,46;4;1,11;8;2,21;10;2,78;8;2,21;0;0,00;2;0,55;0;0,00;1;0,28;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,28;0;0,00;0;0,00;0;0,00;0;0,00;14;3,87;0;0,00;0;0,00;0;0,00;1;0,28;0;0,00;0;0,00;1;0,28;1;0,28;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,83;
50604;50604;1;1;705;362;51,35;;359;;3;360;2;173;48,19;148;41,11;116;32,31;104;28,89;8;2,23;27;7,50;30;8,36;28;7,78;16;4,46;25;6,94;10;2,79;6;1,67;3;0,84;1;0,28;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,28;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,28;0;0,00;8;2,22;0;0,00;0;0,00;0;0,00;2;0,56;0;0,00;0;0,00;3;0,84;5;1,39;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;1,11;
50605;50605;1;1;581;252;43,37;;246;;6;247;5;106;43,09;103;41,70;85;34,55;67;27,13;2;0,81;4;1,62;30;12,20;37;14,98;15;6,10;20;8,10;5;2,03;4;1,62;1;0,41;0;0,00;0;0,00;1;0,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,81;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;3,64;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,81;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;
50606;50606;1;1;629;325;51,67;;320;;5;320;5;116;36,25;124;38,75;132;41,25;99;30,94;15;4,69;16;5,00;35;10,94;42;13,13;13;4,06;12;3,75;6;1,88;8;2,50;2;0,63;1;0,31;0;0,00;1;0,31;0;0,00;0;0,00;0;0,00;1;0,31;0;0,00;1;0,31;0;0,00;0;0,00;1;0,31;0;0,00;0;0,00;0;0,00;0;0,00;9;2,81;0;0,00;2;0,63;0;0,00;1;0,31;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,31;0;0,00;0;0,00;0;0,00;2;0,63;
50607;50607;1;1;622;346;55,63;;344;;2;344;2;158;45,93;149;43,31;124;36,05;89;25,87;6;1,74;17;4,94;35;10,17;54;15,70;11;3,20;12;3,49;8;2,33;8;2,33;1;0,29;1;0,29;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,29;0;0,00;1;0,29;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;10;2,91;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,29;1;0,29;0;0,00;1;0,29;0;0,00;0;0,00;0;0,00;0;0,00;
50608;50608;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50609;50609;1;1;510;253;49,61;;251;;2;251;2;116;46,22;113;45,02;89;35,46;68;27,09;5;1,99;13;5,18;24;9,56;31;12,35;10;3,98;13;5,18;6;2,39;3;1,20;1;0,40;1;0,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;7;2,79;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,80;
50610;50610;1;1;641;264;41,19;;261;;3;261;3;93;35,63;83;31,80;119;45,59;111;42,53;4;1,53;7;2,68;13;4,98;17;6,51;20;7,66;18;6,90;3;1,15;7;2,68;6;2,30;5;1,92;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;3,45;0;0,00;0;0,00;0;0,00;2;0,77;0;0,00;0;0,00;3;1,15;2;0,77;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;
50611;50611;1;1;610;290;47,54;;288;;2;289;1;110;38,19;98;33,91;100;34,72;89;30,80;3;1,04;12;4,15;19;6,60;20;6,92;35;12,15;37;12,80;12;4,17;9;3,11;5;1,74;4;1,38;0;0,00;2;0,69;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,35;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;7;2,42;0;0,00;0;0,00;0;0,00;2;0,69;0;0,00;0;0,00;4;1,39;1;0,35;0;0,00;0;0,00;0;0,00;2;0,69;0;0,00;5;1,73;
50612;50612;1;1;623;316;50,72;;312;;4;314;2;124;39,74;117;37,26;131;41,99;108;34,39;7;2,24;12;3,82;21;6,73;32;10,19;16;5,13;23;7,32;5;1,60;7;2,23;4;1,28;2;0,64;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;10;3,18;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;1,28;1;0,32;0;0,00;0;0,00;0;0,00;1;0,32;0;0,00;1;0,32;
50613;50613;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50614;50614;1;1;1145;510;44,54;;505;;5;504;6;207;40,99;196;38,89;203;40,20;166;32,94;9;1,78;23;4,56;23;4,55;33;6,55;36;7,13;38;7,54;12;2,38;8;1,59;15;2,97;8;1,59;0;0,00;1;0,20;0;0,00;0;0,00;0;0,00;1;0,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,20;0;0,00;19;3,77;0;0,00;6;1,19;0;0,00;1;0,20;0;0,00;0;0,00;0;0,00;1;0,20;0;0,00;0;0,00;0;0,00;1;0,20;0;0,00;1;0,20;
50701;50701;1;1;1177;521;44,27;;517;;4;518;3;135;26,11;118;22,78;267;51,64;226;43,63;10;1,93;18;3,47;28;5,42;36;6,95;48;9,28;58;11,20;12;2,32;11;2,12;14;2,71;7;1,35;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;0;0,00;1;0,19;1;0,19;0;0,00;0;0,00;0;0,00;27;5,21;0;0,00;11;2,12;0;0,00;0;0,00;0;0,00;0;0,00;2;0,39;1;0,19;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,39;
50702;50702;1;1;1261;545;43,22;;539;;6;540;5;182;33,77;168;31,11;228;42,30;200;37,04;10;1,86;12;2,22;34;6,31;48;8,89;45;8,35;44;8,15;16;2,97;17;3,15;11;2,04;11;2,04;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;0;0,00;12;2,22;0;0,00;3;0,56;0;0,00;11;2,04;0;0,00;3;0,56;12;2,23;6;1,11;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;3;0,56;
50703;50703;1;1;611;284;46,48;;281;;3;282;2;93;33,10;92;32,62;136;48,40;93;32,98;4;1,42;8;2,84;21;7,47;39;13,83;15;5,34;23;8,16;7;2,49;6;2,13;2;0,71;1;0,35;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,71;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;11;3,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;1,07;1;0,35;0;0,00;1;0,35;0;0,00;0;0,00;0;0,00;5;1,77;
50704;50704;1;1;612;311;50,82;;309;;2;309;2;102;33,01;92;29,77;122;39,48;84;27,18;9;2,91;13;4,21;41;13,27;61;19,74;17;5,50;25;8,09;12;3,88;10;3,24;5;1,62;3;0,97;0;0,00;0;0,00;0;0,00;1;0,32;0;0,00;0;0,00;0;0,00;1;0,32;0;0,00;0;0,00;1;0,32;0;0,00;0;0,00;0;0,00;0;0,00;9;2,91;0;0,00;1;0,32;0;0,00;0;0,00;0;0,00;1;0,32;0;0,00;1;0,32;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;7;2,27;
50705;50705;1;1;1263;534;42,28;;532;;2;532;2;139;26,13;123;23,12;253;47,56;194;36,47;6;1,13;17;3,20;41;7,71;64;12,03;54;10,15;55;10,34;27;5,08;23;4,32;9;1,69;8;1,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;29;5,45;0;0,00;8;1,50;0;0,00;3;0,56;0;0,00;1;0,19;3;0,56;1;0,19;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;4;0,75;
50706;50706;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50707;50707;1;1;774;392;50,65;;387;;5;387;5;114;29,46;116;29,97;177;45,74;142;36,69;8;2,07;17;4,39;32;8,27;39;10,08;33;8,53;35;9,04;11;2,84;9;2,33;9;2,33;3;0,78;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;21;5,43;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;3;0,78;2;0,52;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,26;
50708;50708;1;1;1140;425;37,28;;421;;4;422;3;109;25,89;104;24,64;215;51,07;177;41,94;8;1,90;15;3,55;32;7,60;46;10,90;34;8,08;39;9,24;15;3,56;13;3,08;3;0,71;2;0,47;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,24;0;0,00;2;0,47;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;15;3,55;0;0,00;1;0,24;0;0,00;3;0,71;0;0,00;0;0,00;5;1,19;1;0,24;0;0,00;0;0,00;0;0,00;1;0,24;0;0,00;2;0,47;
50709;50709;1;1;1213;541;44,60;;529;;12;532;9;134;25,33;126;23,68;248;46,88;198;37,22;7;1,32;9;1,69;59;11,15;79;14,85;52;9,83;61;11,47;21;3,97;19;3,57;6;1,13;1;0,19;0;0,00;1;0,19;0;0,00;1;0,19;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;16;3,01;0;0,00;3;0,56;0;0,00;6;1,13;0;0,00;0;0,00;2;0,38;1;0,19;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;8;1,50;
60101;60101;1;1;1080;524;48,52;;518;;6;522;2;243;46,91;220;42,15;192;37,07;144;27,59;14;2,70;37;7,09;36;6,95;50;9,58;17;3,28;21;4,02;10;1,93;6;1,15;4;0,77;4;0,77;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;3;0,57;0;0,00;2;0,38;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;29;5,56;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;0;0,00;2;0,39;1;0,19;0;0,00;1;0,19;0;0,00;1;0,19;0;0,00;1;0,19;
60102;60102;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60103;60103;1;1;733;389;53,07;;386;;3;387;2;176;45,60;160;41,34;131;33,94;112;28,94;9;2,33;18;4,65;23;5,96;30;7,75;20;5,18;22;5,68;13;3,37;8;2,07;10;2,59;11;2,84;0;0,00;2;0,52;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;16;4,13;0;0,00;0;0,00;0;0,00;5;1,29;0;0,00;0;0,00;4;1,04;0;0,00;0;0,00;1;0,26;0;0,00;1;0,26;0;0,00;1;0,26;
60104;60104;1;1;613;268;43,72;;265;;3;265;3;113;42,64;85;32,08;104;39,25;89;33,58;3;1,13;17;6,42;15;5,66;18;6,79;9;3,40;12;4,53;10;3,77;10;3,77;8;3,02;4;1,51;0;0,00;1;0,38;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;25;9,43;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;1,13;1;0,38;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;1,13;
60105;60105;1;1;878;380;43,28;;375;;5;378;2;146;38,93;136;35,98;151;40,27;135;35,71;5;1,33;7;1,85;19;5,07;23;6,08;28;7,47;26;6,88;14;3,73;7;1,85;12;3,20;13;3,44;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;25;6,61;0;0,00;0;0,00;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;1;0,26;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;2;0,53;
60201;60201;1;1;808;459;56,81;;455;;4;456;3;219;48,13;205;44,96;151;33,19;118;25,88;5;1,10;25;5,48;34;7,47;41;8,99;30;6,59;35;7,68;5;1,10;5;1,10;6;1,32;2;0,44;0;0,00;1;0,22;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;13;2,85;0;0,00;0;0,00;0;0,00;4;0,88;0;0,00;0;0,00;5;1,10;3;0,66;0;0,00;2;0,44;0;0,00;1;0,22;0;0,00;1;0,22;
60202;60202;1;1;798;446;55,89;;443;;3;443;3;213;48,08;185;41,76;146;32,96;124;27,99;9;2,03;23;5,19;35;7,90;58;13,09;29;6,55;26;5,87;6;1,35;4;0,90;4;0,90;5;1,13;0;0,00;1;0,23;0;0,00;3;0,68;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;12;2,71;0;0,00;0;0,00;0;0,00;1;0,23;0;0,00;0;0,00;1;0,23;0;0,00;0;0,00;0;0,00;0;0,00;1;0,23;0;0,00;0;0,00;
60301;60301;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60302;60302;1;1;743;360;48,45;;357;;3;357;3;134;37,54;122;34,17;138;38,66;115;32,21;7;1,96;16;4,48;26;7,28;30;8,40;25;7,00;36;10,08;17;4,76;14;3,92;9;2,52;10;2,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,28;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;6;1,68;0;0,00;1;0,28;0;0,00;1;0,28;0;0,00;0;0,00;1;0,28;1;0,28;0;0,00;1;0,28;0;0,00;0;0,00;0;0,00;3;0,84;
60303;60303;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60304;60304;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60305;60305;1;1;1233;451;36,58;;435;;16;426;25;163;37,47;142;33,33;175;40,23;158;37,09;5;1,15;10;2,35;29;6,67;28;6,57;41;9,43;44;10,33;14;3,22;3;0,70;8;1,84;5;1,17;0;0,00;3;0,70;0;0,00;0;0,00;0;0,00;2;0,47;0;0,00;2;0,47;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;17;3,99;0;0,00;7;1,64;0;0,00;1;0,23;0;0,00;1;0,23;0;0,00;1;0,23;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,47;
60306;60306;1;1;1062;481;45,29;;471;;10;471;10;143;30,36;133;28,24;216;45,86;172;36,52;13;2,76;13;2,76;19;4,03;32;6,79;50;10,62;68;14,44;19;4,03;14;2,97;10;2,12;11;2,34;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,21;0;0,00;1;0,21;0;0,00;1;0,21;0;0,00;0;0,00;0;0,00;16;3,40;0;0,00;4;0,85;0;0,00;2;0,42;0;0,00;0;0,00;1;0,21;1;0,21;0;0,00;1;0,21;0;0,00;0;0,00;0;0,00;1;0,21;
60401;60401;1;1;795;403;50,69;;399;;4;401;2;212;53,13;197;49,13;113;28,32;92;22,94;10;2,51;27;6,73;30;7,52;34;8,48;18;4,51;18;4,49;8;2,01;9;2,24;7;1,75;3;0,75;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,25;0;0,00;0;0,00;1;0,25;0;0,00;0;0,00;0;0,00;0;0,00;15;3,74;0;0,00;1;0,25;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,25;0;0,00;3;0,75;
60402;60402;1;1;604;319;52,81;;314;;5;316;3;137;43,63;130;41,14;128;40,76;105;33,23;4;1,27;11;3,48;17;5,41;25;7,91;15;4,78;21;6,65;5;1,59;3;0,95;7;2,23;2;0,63;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;11;3,48;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,32;0;0,00;0;0,00;0;0,00;0;0,00;4;1,27;0;0,00;4;1,27;
60403;60403;1;1;1043;507;48,61;;501;;6;505;2;205;40,92;178;35,25;211;42,12;164;32,48;7;1,40;16;3,17;32;6,39;49;9,70;25;4,99;35;6,93;7;1,40;11;2,18;12;2,40;7;1,39;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;41;8,12;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,40;2;0,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;
60404;60404;1;1;949;436;45,94;;432;;4;431;5;169;39,12;153;35,50;189;43,75;155;35,96;7;1,62;13;3,02;17;3,94;36;8,35;20;4,63;28;6,50;21;4,86;20;4,64;6;1,39;7;1,62;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,23;0;0,00;14;3,25;0;0,00;1;0,23;0;0,00;0;0,00;0;0,00;0;0,00;3;0,69;1;0,23;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,46;
60405;60405;1;1;1192;532;44,63;;526;;6;526;6;239;45,44;219;41,63;187;35,55;160;30,42;12;2,28;31;5,89;42;7,98;48;9,13;19;3,61;26;4,94;10;1,90;8;1,52;13;2,47;6;1,14;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,19;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;17;3,23;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;0;0,00;4;0,76;2;0,38;0;0,00;1;0,19;0;0,00;1;0,19;0;0,00;4;0,76;
60501;60501;1;1;1223;551;45,05;;540;;11;542;9;211;39,07;197;36,35;236;43,70;207;38,19;9;1,67;13;2,40;15;2,78;25;4,61;34;6,30;37;6,83;19;3,52;20;3,69;15;2,78;12;2,21;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,18;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;20;3,69;0;0,00;1;0,18;0;0,00;3;0,55;0;0,00;0;0,00;1;0,19;2;0,37;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;0,74;
60502;60502;1;1;1150;511;44,43;;504;;7;507;4;218;43,25;194;38,26;194;38,49;163;32,15;5;0,99;17;3,35;24;4,76;33;6,51;31;6,15;36;7,10;14;2,78;13;2,56;11;2,18;4;0,79;0;0,00;3;0,59;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,40;0;0,00;0;0,00;0;0,00;0;0,00;29;5,72;0;0,00;8;1,58;0;0,00;2;0,39;0;0,00;0;0,00;5;0,99;0;0,00;0;0,00;1;0,20;0;0,00;1;0,20;0;0,00;3;0,59;
60601;60601;1;1;576;245;42,53;;240;;5;240;5;99;41,25;85;35,42;101;42,08;83;34,58;1;0,42;12;5,00;9;3,75;18;7,50;16;6,67;15;6,25;5;2,08;6;2,50;8;3,33;4;1,67;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,42;0;0,00;0;0,00;0;0,00;0;0,00;10;4,17;0;0,00;0;0,00;0;0,00;1;0,42;0;0,00;1;0,42;0;0,00;2;0,83;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;1,25;
60602;60602;1;1;663;280;42,23;;274;;6;277;3;116;42,34;110;39,71;127;46,35;89;32,13;5;1,82;18;6,50;13;4,74;25;9,03;7;2,55;16;5,78;3;1,09;2;0,72;3;1,09;1;0,36;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,36;0;0,00;13;4,69;0;0,00;0;0,00;0;0,00;1;0,36;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,36;
